,frequency,index,word
0,-9.311994025702683,0,<start>
1,0.0,1,is
2,-0.11778303565638382,2,","
3,-0.5036248725804087,3,her
4,-1.2442178299237923,4,brow
5,-1.256836293883004,5,his
6,-1.3190494783845765,6,.
7,-1.3190494783845765,7,'s
8,-1.3190494783845765,8,a
9,-1.3429822445962047,9,and
10,-1.497594391898196,10,raised
11,-1.4992112071251014,11,lifted
12,-1.5204712065519508,12,lip
13,-1.7011412353074324,13,woman
14,-1.8561173382108582,14,are
15,-1.921812597476253,15,lips
16,-1.9789710113162013,16,lid
17,-2.114558671606092,17,slightly
18,-2.146500550641837,18,reasonably
19,-2.1628624271452765,19,positively
20,-2.219420309728004,20,sensibly
21,-2.2202519106075296,21,fairly
22,-2.221917189926591,22,inner
23,-2.2328096310930143,23,kind
24,-2.2328096310930143,24,of
25,-2.247234997910881,25,cheek
26,-2.2723336758406067,26,quite
27,-2.3459698385965697,27,corner
28,-2.3554485825511136,28,chin
29,-2.4183376711000473,29,lightly
30,-2.435729413811916,30,somewhat
31,-2.4450607412408005,31,upper
32,-2.466114150438633,32,man
33,-2.520772562976497,33,outer
34,-2.582169955213207,34,parted
35,-2.6137259715872694,35,down
36,-2.6374326338882566,36,stretched
37,-2.6488613297118797,37,separated
38,-2.850525849348965,38,mouth
39,-2.893629089766471,39,narrowed
40,-2.978714397562992,40,lowered
41,-3.020424886144362,41,nose
42,-3.0334726015368383,42,tightened
43,-3.07954600915216,43,significantly
44,-3.1135153092103747,44,strongly
45,-3.1402934282917676,45,highly
46,-3.165664768033785,46,spread
47,-3.2837155054719847,47,pushed
48,-3.382404882312788,48,pulled
49,-3.3957919630952476,49,very
50,-3.4066321776481128,50,insignificantly
51,-3.5068590567861944,51,marginally
52,-3.5818942427291085,52,wrinkled
53,-3.6082115510464816,53,dimpling
54,-3.6082115510464816,54,nostril
55,-3.8652566540363726,55,creased
56,-3.9229222958861816,56,pressed
57,-3.9841178569131013,57,depressed
58,-4.064969953542196,58,jaw
59,-4.524502282920636,59,lower
60,-4.549820090904927,60,inflated
61,-4.6115136599102655,61,eyes
62,-4.677265037473047,62,dilated
63,-4.7902054486536425,63,dropped
64,-4.95528519901309,64,fallen
65,-5.399971020274537,65,blinking
66,-5.598421958998374,66,compressed
67,-6.016157159698354,67,puckered
68,-6.176499809773533,68,pursy
69,-6.316261752148693,69,deepened
70,-6.316261752148693,70,nasolabial
71,-6.539405303462901,71,puffed
72,-6.672936696087424,72,blown
73,-6.827087375914683,73,shut
74,-6.827087375914683,74,up
75,-7.009408932708638,75,sideways
76,-7.009408932708638,76,head
77,-7.009408932708638,77,neck
78,-7.232552484022847,78,closed
79,-7.5202345564746285,79,gritted
80,-7.702556113268583,80,sucked
81,-7.925699664582792,81,clenched
82,-8.213381737034574,82,constricted
