,frequency,index,word
0,-9.289151552400472,0,<start>
1,0.0,1,is
2,-0.12171868143556619,2,","
3,-0.5282281760616367,3,her
4,-1.2182454636126545,4,his
5,-1.2371734734981734,5,brow
6,-1.302986692067745,6,.
7,-1.302986692067745,7,'s
8,-1.302986692067745,8,a
9,-1.3305746485865741,9,and
10,-1.4869422361533546,10,raised
11,-1.488169481142732,11,lifted
12,-1.561616441925024,12,lip
13,-1.6932616346819342,13,woman
14,-1.8507680223561649,14,are
15,-1.9176622571861954,15,lips
16,-1.9626859385601505,16,lid
17,-2.1236580773396265,17,reasonably
18,-2.1574530419335614,18,slightly
19,-2.172757408307007,19,fairly
20,-2.173569426216019,20,kind
21,-2.173569426216019,21,of
22,-2.18994980884738,22,sensibly
23,-2.2032500880348613,23,positively
24,-2.2329762683000625,24,inner
25,-2.2329762683000625,25,cheek
26,-2.279742619691836,26,quite
27,-2.332606109248903,27,chin
28,-2.3421755602650545,28,corner
29,-2.403641882365655,29,lightly
30,-2.430586517609107,30,somewhat
31,-2.432689567805886,31,man
32,-2.4539669662531707,32,upper
33,-2.4979300896742873,33,outer
34,-2.5725567788794943,34,stretched
35,-2.5983092749819092,35,parted
36,-2.6234678346180638,36,separated
37,-2.6311405065297238,37,down
38,-2.8434317330148944,38,mouth
39,-2.9417623427444624,39,tightened
40,-2.9540973009024136,40,lowered
41,-2.9612147686712773,41,nose
42,-3.033401510647105,42,narrowed
43,-3.078551475375819,43,strongly
44,-3.1029429284999783,44,highly
45,-3.1666587428860864,45,significantly
46,-3.2394180971685143,46,spread
47,-3.305215271713282,47,pushed
48,-3.4456071353691127,48,pulled
49,-3.549358640221238,49,very
50,-3.562303804813275,50,marginally
51,-3.61239775013219,51,insignificantly
52,-3.6192706294199524,52,dimpling
53,-3.6543619492312227,53,creased
54,-3.6543619492312227,54,wrinkled
55,-3.7284699213849444,55,nostril
56,-3.9420440216830035,56,jaw
57,-4.005947823662485,57,depressed
58,-4.063404878687271,58,pressed
59,-4.561763733688132,59,inflated
60,-4.588671186608057,60,eyes
61,-4.616322717938566,61,dilated
62,-4.683981366412381,62,lower
63,-4.778292045883623,63,fallen
64,-4.800515182668333,64,dropped
65,-5.377128546972326,65,blinking
66,-6.153657336471323,66,puckered
67,-6.398779794504309,67,compressed
68,-6.455938208344257,68,pursy
69,-6.8042449026124725,69,blown
70,-6.891256279602102,70,up
71,-6.986566459406427,71,right
72,-6.986566459406427,72,gritted
73,-6.986566459406427,73,sideways
74,-6.986566459406427,74,deepened
75,-6.986566459406427,75,head
76,-6.986566459406427,76,nasolabial
77,-6.986566459406427,77,clenched
78,-7.209710010720636,78,puffed
79,-7.343241403345159,79,turned
80,-7.343241403345159,80,shut
81,-7.679713639966373,81,sucked
82,-8.190539263732363,82,closed
83,-8.190539263732363,83,moving
